,id,name,first_air_date,overview,popularity,vote_average,vote_count
1138,8514,RuPaul's Drag Race,2009-02-02,"Join RuPaul, the world's most famous drag queen, as the host, mentor and judge for the ultimate in drag queen competitions. The top drag queens in the U.S. will vie for drag stardom as RuPaul, in full glamazon drag, will reign supreme in all judging and eliminations while helping guide the contestants as they prepare for each challenge.",2233.555,7.6,208
1139,115857,Daughter from Another Mother,2021-01-20,"After realizing their babies were exchanged at birth, two women develop a plan to adjust to their new lives: creating a single —and peculiar— family.",82.795,7.622,1204
1140,73321,The King of Fighters: Destiny,2017-08-03,An animated tie-in for the video games The King of Fighters: World and The King of Fighters: Destiny.,57.501,7.6,602
1141,127700,Welcome to Earth,2021-12-08,"Will Smith whose curiosity and wonder is positively infectious—is guided by National Geographic Explorers traveling to different corners of the world to get up close and personal with the weirdest, most unusual, dangerous and thrilling spectacles of the planet.",27.867,7.621,404
1142,96346,Luna Nera,2020-01-31,"In 17th-century Italy, a teenager learns about her destiny among a family of witches, just as her boyfriend's father hunts her down for witchcraft.",42.668,7.621,215
1143,86340,Undone,2019-09-12,"After getting into a near fatal car accident, Alma discovers she has a new relationship with time and uses this ability to find out the truth about her father’s death.",153.872,7.62,250
1144,46952,The Blacklist,2013-09-23,"Raymond ""Red"" Reddington, one of the FBI's most wanted fugitives, surrenders in person at FBI Headquarters in Washington, D.C. He claims that he and the FBI have the same interests: bringing down dangerous criminals and terrorists. In the last two decades, he's made a list of criminals and terrorists that matter the most but the FBI cannot find because it does not know they exist. Reddington calls this ""The Blacklist"". Reddington will co-operate, but insists that he will speak only to Elizabeth Keen, a rookie FBI profiler.",2374.646,7.62,2916
1145,120462,Them,2021-04-09,A limited anthology series that explores terror in America.,106.155,7.619,299
1146,10545,True Blood,2008-09-07,"Thanks to a Japanese scientist's invention of synthetic, blood vampires have progressed from legendary monsters to fellow citizens overnight. And while humans have been safely removed from the menu, many remain apprehensive about these creatures ""coming out of the coffin."" Religious leaders, government officials, and vampire fundamentalists around the world have chosen their sides, but in the small Louisiana town of Bon Temps, the jury is still out.",240.035,7.619,1712
1147,42025,Mako: Island of Secrets,2013-07-26,"Real-life mermaids, Sirena, Nixie and Lyla are part of a mermaid pod, which lives in the waters of Mako Island. As young members of the pod, it is their job to protect the Moon Pool and guard it from trespassers. But on the night of a full moon, the mischievous mermaid girls neglect their duties. Sixteen-year-old land-dweller Zac enters the Moon Pool and forms a special connection with Mako.

Zac is given a fish-like tail and amazing powers. The mermaid pod is forced to leave Mako, leaving behind the three mermaid girls, cast out of the pod. They know there's only one way they will be allowed to rejoin the pod: They must get legs, venture onto land and take back Zac's powers – or risk being outcasts forever.",55.019,7.618,574
1148,88055,Servant,2019-11-28,A Philadelphia couple are in mourning after an unspeakable tragedy creates a rift in their marriage and opens the door for a mysterious force to enter their home.,274.723,7.617,686
1149,4303,Superman: The Animated Series,1996-09-06,"Superman, an incredibly powerful alien from the planet Krypton, defends Metropolis from supercriminals. Superman hides his identity behind the glasses of Clark Kent; a mild-mannered reporter for the newspaper the Daily Planet. At the Daily Planet Superman works with fellow reporter Lois Lane and photographer Jimmy Olsen.",648.743,7.617,281
1150,117023,Sky Rojo,2021-03-19,"On the run from their pimp and his henchmen, three women embark on a wild and crazy journey in search of freedom.",35.575,7.616,468
1151,4614,NCIS,2003-09-23,"From murder and espionage to terrorism and stolen submarines, a team of special agents investigates any crime that has a shred of evidence connected to Navy and Marine Corps personnel, regardless of rank or position.",2933.288,7.616,2107
1152,1649,Sliders,1995-03-22,"In his basement in San Francisco, boy-genius Quinn Mallory unlocks the doorway to an infinite number of Earths. During a test run, Quinn invites co-worker Wade Welles and his teacher Professor Maximillian Arturo to see his new invention. But an increase in power and an early departure leave all three, plus a washed-up soul singer named Rembrandt ""Crying Man"" Brown, lost in a parallel world. Now they must ""slide"" from world to world, not only adapting to their changing surroundings, but also trying to get back to their world. Will they ever make it home?",187.908,7.616,395
1153,95205,The Equalizer,2021-02-07,"Robyn McCall, an enigmatic former CIA operative with a mysterious background, uses her extensive skills to help those with nowhere else to turn.",522.011,7.615,235
1154,90669,1899,2022-11-17,Passengers on an immigrant ship traveling to the new continent get caught in a mysterious riddle when they find a second vessel adrift on the open sea.,120.395,7.615,1076
1155,73925,Kidding,2018-09-09,"Jeff, aka Mr. Pickles, is an icon of children's TV. But when his family begins to implode, Jeff finds no fairy tale or fable or puppet will guide him through this crisis, which advances faster than his means to cope. The result: a kind man in a cruel world faces a slow leak of sanity as hilarious as it is heartbreaking.",132.246,7.6,272
1156,4324,"Dr. Quinn, Medicine Woman",1993-01-01,Dr. Michaela Quinn journeys to Colorado Springs to be the town's physician after her father's death in 1868.,182.393,7.6,400
1157,54344,The Leftovers,2014-06-29,"When 2% of the world's population abruptly disappears without explanation, the world struggles to understand just what they're supposed to do about it. The drama series 'The Leftovers' is the story of the people who didn't make the cut.",769.591,7.613,904
1158,31295,Misfits,2009-11-12,"When five young outsiders on Community Service get caught in a strange storm, they discover that they have developed superpowers.",269.405,7.6,779
1159,12568,Distilling Love,2007-01-22,"Destilando Amor is a 2007 Mexican telenovela produced by Televisa and Nicandro Díaz. It stars Angélica Rivera and Eduardo Yáñez as the main protagonists and was set primarily in Tequila, Jalisco. It is a remake of the 1994 Colombian telenovela Café, con aroma de mujer, and was nominated for twelve Premios TVyNovelas of which it won ten including Best Telenovela of the Year.",53.807,7.6,275
1160,117023,Sky Rojo,2021-03-19,"On the run from their pimp and his henchmen, three women embark on a wild and crazy journey in search of freedom.",35.575,7.616,468
1161,1431,CSI: Crime Scene Investigation,2000-10-06,"A Las Vegas team of forensic investigators are trained to solve criminal cases by scouring the crime scene, collecting irrefutable evidence and finding the missing pieces that solve the mystery.",963.596,7.611,1103
1162,79501,Doom Patrol,2019-02-15,"The Doom Patrol’s members each suffered horrible accidents that gave them superhuman abilities — but also left them scarred and disfigured. Traumatized and downtrodden, the team found purpose through The Chief, who brought them together to investigate the weirdest phenomena in existence — and to protect Earth from what they find.",576.494,7.608,1264
1163,60804,The Night Shift,2014-05-27,"The stories of the men and women who work the overnight shift at San Antonio Memorial Hospital. They are an irreverent and special breed, particularly adrenaline junkie T.C. Callahan.",265.735,7.6,212
1164,1401,Hell on Wheels,2011-11-06,"The epic story of post-Civil War America, focusing on Cullen Bohannon, a Confederate soldier who sets out to exact revenge on the Union soldiers who killed his wife. His journey takes him west to Hell on Wheels, a dangerous, raucous, lawless melting pot of a town that travels with and services the construction of the first transcontinental railroad, an engineering feat unprecedented for its time.",206.799,7.608,383
